"","siteID","mean_temp","datetime"
"616","SCBI",17.8376510923185,2022-05-01
"617","SERC",18.0514170600135,2022-05-01
"618","TALL",22.9194857431069,2022-05-01
"619","UKFS",18.561697983871,2022-05-01
"620","BLAN",22.5622180293501,2022-06-01
"621","KONZ",23.7137829215116,2022-06-01
"622","ORNL",24.5227326388889,2022-06-01
"623","OSBS",23.9675348387097,2022-06-01
"624","SCBI",21.7415281944444,2022-06-01
"625","SERC",22.4930203613621,2022-06-01
"626","TALL",26.3245150071124,2022-06-01
"627","UKFS",24.9871900886382,2022-06-01
"628","BLAN",23.6215197580645,2022-07-01
"629","KONZ",25.9169123066577,2022-07-01
"630","ORNL",25.0575726932668,2022-07-01
"631","OSBS",26.7240628133705,2022-07-01
"632","SCBI",23.9572007392473,2022-07-01
"633","SERC",25.0908479166667,2022-07-01
"634","TALL",26.5837436155914,2022-07-01
"635","UKFS",26.1693167115903,2022-07-01
