"","year","month","siteID","mean_hum","datetime"
"98",2017,3,"ORNL",55.6794185260311,2017-03-01
"99",2017,3,"OSBS",65.8054238432962,2017-03-01
"100",2017,3,"SERC",55.9950840829097,2017-03-01
"101",2017,3,"TALL",63.1633934649421,2017-03-01
"102",2017,3,"UKFS",62.0609694415174,2017-03-01
"103",2017,4,"BLAN",68.6503412809724,2017-04-01
"104",2017,4,"KONZ",66.0109930008749,2017-04-01
"105",2017,4,"ORNL",64.7621291696238,2017-04-01
"106",2017,4,"OSBS",65.545390516039,2017-04-01
"107",2017,4,"SERC",75.8510259014728,2017-04-01
"108",2017,4,"TALL",64.3649770561242,2017-04-01
"109",2017,4,"UKFS",72.0960759493671,2017-04-01
"110",2017,5,"BLAN",76.4660425819534,2017-05-01
"111",2017,5,"KONZ",63.6483817019183,2017-05-01
"112",2017,5,"ORNL",72.792037037037,2017-05-01
"113",2017,5,"OSBS",66.5888668459987,2017-05-01
"114",2017,5,"SERC",72.9615470679012,2017-05-01
"115",2017,5,"TALL",73.2696311760612,2017-05-01
"116",2017,5,"UKFS",71.2827609308886,2017-05-01
"117",2017,6,"BLAN",74.2566307371349,2017-06-01
"118",2017,6,"KONZ",66.0379881862404,2017-06-01
"119",2017,6,"ORNL",74.9543570402299,2017-06-01
"120",2017,6,"OSBS",83.627295412844,2017-06-01
"121",2017,6,"SERC",73.1086203246295,2017-06-01
"122",2017,6,"TALL",83.7543610399121,2017-06-01
"123",2017,6,"UKFS",71.3130849825378,2017-06-01
"124",2017,7,"BLAN",79.7369715656047,2017-07-01
"125",2017,7,"KONZ",67.0422898453262,2017-07-01
"126",2017,7,"ORNL",79.5421303602058,2017-07-01
"127",2017,7,"OSBS",81.6332712857635,2017-07-01
"128",2017,7,"SERC",79.6181696113074,2017-07-01
"129",2017,7,"TALL",82.5328111224144,2017-07-01
"130",2017,7,"UKFS",73.494504076087,2017-07-01
"131",2017,8,"BLAN",82.331708645337,2017-08-01
"132",2017,8,"KONZ",72.8834053324333,2017-08-01
"133",2017,8,"ORNL",78.0204846416382,2017-08-01
"134",2017,8,"OSBS",83.1721134453781,2017-08-01
"135",2017,8,"SERC",81.594906984907,2017-08-01
"136",2017,8,"TALL",82.9509759498083,2017-08-01
"137",2017,8,"UKFS",77.2097300068353,2017-08-01
"138",2017,9,"BLAN",81.6163597883598,2017-09-01
"139",2017,9,"KONZ",62.2258578431373,2017-09-01
"140",2017,9,"ORNL",76.4000913884007,2017-09-01
"141",2017,9,"OSBS",80.9323655913979,2017-09-01
"142",2017,9,"SERC",80.8010989399293,2017-09-01
"143",2017,9,"TALL",76.7902298050139,2017-09-01
"144",2017,9,"UKFS",72.0346043165468,2017-09-01
"145",2017,10,"BLAN",77.2281876912615,2017-10-01
"146",2017,10,"KONZ",60.6152466825451,2017-10-01
"147",2017,10,"ORNL",74.0409520547945,2017-10-01
"148",2017,10,"OSBS",77.3706349206349,2017-10-01
"149",2017,10,"SERC",78.8241349777321,2017-10-01
"150",2017,10,"TALL",76.7204153686397,2017-10-01
"151",2017,10,"UKFS",66.533534867743,2017-10-01
"152",2017,11,"BLAN",70.7368227892345,2017-11-01
"153",2017,11,"KONZ",61.0794896851249,2017-11-01
"154",2017,11,"ORNL",68.2185734513274,2017-11-01
"155",2017,11,"OSBS",80.1154424157303,2017-11-01
"156",2017,11,"SERC",70.3639929577465,2017-11-01
"157",2017,11,"TALL",77.1337714085984,2017-11-01
"158",2017,11,"UKFS",63.7944914651494,2017-11-01
"159",2017,12,"BLAN",65.7807904473596,2017-12-01
"160",2017,12,"KONZ",62.8986205733558,2017-12-01
"161",2017,12,"ORNL",67.066472854641,2017-12-01
"162",2017,12,"OSBS",79.4926215277778,2017-12-01
"163",2017,12,"SERC",66.4933120376597,2017-12-01
"164",2017,12,"TALL",75.951850931677,2017-12-01
"165",2017,12,"UKFS",63.4274873353597,2017-12-01
"166",2018,1,"BLAN",63.0139213709677,2018-01-01
"167",2018,1,"KONZ",63.4029238754325,2018-01-01
"168",2018,1,"ORNL",61.5410106933425,2018-01-01
"169",2018,1,"OSBS",72.3828586171311,2018-01-01
"170",2018,1,"SERC",65.9779621493748,2018-01-01
"171",2018,1,"TALL",61.4421110349555,2018-01-01
"172",2018,1,"UKFS",65.6138374095763,2018-01-01
"173",2018,2,"BLAN",71.9070640091989,2018-02-01
"174",2018,2,"KONZ",64.5636655341638,2018-02-01
"175",2018,2,"ORNL",77.2546129910541,2018-02-01
"176",2018,2,"OSBS",79.9211033681765,2018-02-01
"177",2018,2,"SERC",73.4217613636364,2018-02-01
"178",2018,2,"TALL",81.3541162790698,2018-02-01
"179",2018,2,"UKFS",67.0979552469136,2018-02-01
"180",2018,3,"BLAN",61.5983887381275,2018-03-01
"181",2018,3,"KONZ",59.7055994729908,2018-03-01
"182",2018,3,"ORNL",61.5388618169161,2018-03-01
"183",2018,3,"OSBS",61.1115723905724,2018-03-01
"184",2018,3,"SERC",62.7346929357472,2018-03-01
"185",2018,3,"TALL",64.858019667684,2018-03-01
"186",2018,3,"UKFS",63.9157152473915,2018-03-01
"187",2018,4,"BLAN",59.3067396142433,2018-04-01
"188",2018,4,"KONZ",59.6163009049774,2018-04-01
"189",2018,4,"ORNL",59.5393546099291,2018-04-01
"190",2018,4,"OSBS",73.0714708994709,2018-04-01
"191",2018,4,"SERC",59.9554915730337,2018-04-01
"192",2018,4,"TALL",62.5081444404719,2018-04-01
"193",2018,4,"UKFS",57.8932079488999,2018-04-01
"194",2018,5,"BLAN",77.5933391669583,2018-05-01
"195",2018,5,"KONZ",65.7359052453469,2018-05-01
"196",2018,5,"ORNL",71.8275312066574,2018-05-01
"197",2018,5,"OSBS",78.5301156856074,2018-05-01
"198",2018,5,"SERC",74.0287510339123,2018-05-01
"199",2018,5,"TALL",72.4882248722317,2018-05-01
"200",2018,5,"UKFS",67.654188993483,2018-05-01
"201",2018,6,"BLAN",82.6422149362477,2018-06-01
"202",2018,6,"KONZ",66.3398335067638,2018-06-01
"203",2018,6,"ORNL",78.54939552594,2018-06-01
"204",2018,6,"OSBS",81.3510416666667,2018-06-01
"205",2018,6,"SERC",84.4480610514415,2018-06-01
"206",2018,6,"TALL",74.4906037599422,2018-06-01
"207",2018,6,"UKFS",71.2142597087379,2018-06-01
"208",2018,7,"BLAN",82.6533333333333,2018-07-01
"209",2018,7,"KONZ",66.2414692908042,2018-07-01
"210",2018,7,"ORNL",79.0140939824205,2018-07-01
"211",2018,7,"OSBS",84.1669541778976,2018-07-01
"212",2018,7,"SERC",77.7653796095445,2018-07-01
"213",2018,7,"TALL",78.2707953216374,2018-07-01
"214",2018,7,"UKFS",67.5947426192279,2018-07-01
"215",2018,8,"BLAN",84.7754333050127,2018-08-01
"216",2018,8,"KONZ",67.8726176769387,2018-08-01
"217",2018,8,"ORNL",81.8222467709041,2018-08-01
"218",2018,8,"OSBS",81.8484942606347,2018-08-01
"219",2018,8,"SERC",82.9287049861496,2018-08-01
"220",2018,8,"TALL",80.1479125043059,2018-08-01
"221",2018,8,"UKFS",71.5937381275441,2018-08-01
"222",2018,9,"BLAN",89.6613959285418,2018-09-01
"223",2018,9,"KONZ",77.0193159379408,2018-09-01
"224",2018,9,"ORNL",83.1922415039769,2018-09-01
"225",2018,9,"OSBS",81.7096724294813,2018-09-01
"226",2018,9,"SERC",89.0647150455927,2018-09-01
"227",2018,9,"TALL",81.958819765375,2018-09-01
"228",2018,9,"UKFS",76.0533321517192,2018-09-01
"229",2018,10,"BLAN",79.7213825821755,2018-10-01
"230",2018,10,"KONZ",73.1060852575488,2018-10-01
"231",2018,10,"ORNL",78.2216413949962,2018-10-01
"232",2018,10,"OSBS",79.2807053661829,2018-10-01
"233",2018,10,"SERC",78.2999624701467,2018-10-01
"234",2018,10,"TALL",76.0417336938155,2018-10-01
"235",2018,10,"UKFS",72.7769922969188,2018-10-01
"236",2018,11,"BLAN",74.037565529623,2018-11-01
"237",2018,11,"KONZ",70.7878554049357,2018-11-01
"238",2018,11,"ORNL",77.2148744848258,2018-11-01
"239",2018,11,"OSBS",81.6303375224416,2018-11-01
"240",2018,11,"SERC",71.4865406976744,2018-11-01
"241",2018,11,"TALL",80.8777721813251,2018-11-01
"242",2018,11,"UKFS",71.8260619777159,2018-11-01
"243",2018,12,"BLAN",77.5375168022639,2018-12-01
"244",2018,12,"KONZ",71.4776665527844,2018-12-01
"245",2018,12,"ORNL",75.0874981631154,2018-12-01
"246",2018,12,"OSBS",81.4251296829971,2018-12-01
"247",2018,12,"SERC",74.0207115181402,2018-12-01
"248",2018,12,"TALL",80.7307926341073,2018-12-01
"249",2018,12,"UKFS",72.1048057751805,2018-12-01
"250",2019,1,"BLAN",71.2469677197802,2019-01-01
"251",2019,1,"KONZ",72.7901528940663,2019-01-01
"252",2019,1,"ORNL",69.9582191780822,2019-01-01
"253",2019,1,"OSBS",71.5904049949376,2019-01-01
"254",2019,1,"SERC",68.4473121984838,2019-01-01
"255",2019,1,"TALL",73.3379310344828,2019-01-01
"256",2019,1,"UKFS",74.9724210903874,2019-01-01
"257",2019,2,"BLAN",69.2727713625866,2019-02-01
"258",2019,2,"KONZ",77.2092980392157,2019-02-01
"259",2019,2,"ORNL",69.6728899835796,2019-02-01
"260",2019,2,"OSBS",76.3927112135177,2019-02-01
"261",2019,2,"SERC",67.2721563236449,2019-02-01
"262",2019,2,"TALL",75.6081651376147,2019-02-01
"263",2019,2,"UKFS",76.8433411672542,2019-02-01
"264",2019,3,"BLAN",62.2856012061817,2019-03-01
"265",2019,3,"KONZ",68.5587643097643,2019-03-01
"266",2019,3,"ORNL",55.1456462585034,2019-03-01
"267",2019,3,"OSBS",67.7159361069837,2019-03-01
"268",2019,3,"SERC",61.924790174002,2019-03-01
"269",2019,3,"TALL",61.9180405405405,2019-03-01
"270",2019,3,"UKFS",67.5745572649573,2019-03-01
"271",2019,4,"BLAN",66.9027514164306,2019-04-01
"272",2019,4,"KONZ",59.4277580071174,2019-04-01
"273",2019,4,"ORNL",61.3287436640116,2019-04-01
"274",2019,4,"OSBS",69.7342742777584,2019-04-01
"275",2019,4,"SERC",65.7273837005946,2019-04-01
"276",2019,4,"TALL",68.2304923839887,2019-04-01
"277",2019,4,"UKFS",60.9414499465622,2019-04-01
"278",2019,5,"BLAN",76.335273902688,2019-05-01
"279",2019,5,"KONZ",77.0074613003096,2019-05-01
"280",2019,5,"ORNL",71.763825136612,2019-05-01
"281",2019,5,"OSBS",68.0322231204527,2019-05-01
"282",2019,5,"SERC",80.2840824261275,2019-05-01
"283",2019,5,"TALL",72.1129065388565,2019-05-01
"284",2019,5,"UKFS",79.4320507473062,2019-05-01
"285",2019,6,"BLAN",73.1844785490059,2019-06-01
"286",2019,6,"KONZ",69.6030969101124,2019-06-01
"287",2019,6,"ORNL",76.5605688622754,2019-06-01
"288",2019,6,"OSBS",77.6175202780996,2019-06-01
"289",2019,6,"SERC",69.4745221445221,2019-06-01
"290",2019,6,"TALL",73.9919434372734,2019-06-01
"291",2019,6,"UKFS",73.8571742209632,2019-06-01
"292",2019,7,"BLAN",82.072459635864,2019-07-01
"293",2019,7,"KONZ",69.5297504215852,2019-07-01
"294",2019,7,"ORNL",77.8916621621622,2019-07-01
"295",2019,7,"OSBS",80.2728670520231,2019-07-01
"296",2019,7,"SERC",64.1426418604651,2019-07-01
"297",2019,7,"TALL",76.7783271123176,2019-07-01
"298",2019,7,"UKFS",71.4984460631287,2019-07-01
"299",2019,8,"BLAN",82.462946214457,2019-08-01
"300",2019,8,"KONZ",79.104688365651,2019-08-01
"301",2019,8,"ORNL",77.0443120070114,2019-08-01
"302",2019,8,"OSBS",81.8168145854833,2019-08-01
"303",2019,8,"SERC",86.7850667302193,2019-08-01
"304",2019,8,"TALL",78.1474181184669,2019-08-01
"305",2019,8,"UKFS",81.6894932570494,2019-08-01
"306",2019,9,"BLAN",78.4581465821001,2019-09-01
"307",2019,9,"KONZ",72.8480159593761,2019-09-01
"308",2019,9,"ORNL",67.2292395833333,2019-09-01
"309",2019,9,"OSBS",74.5333739979087,2019-09-01
"310",2019,9,"SERC",76.0243482794578,2019-09-01
"311",2019,9,"TALL",65.9468958333333,2019-09-01
"312",2019,9,"UKFS",78.7453583786456,2019-09-01
"313",2019,10,"BLAN",78.6330865921788,2019-10-01
"314",2019,10,"KONZ",65.8315237134208,2019-10-01
"315",2019,10,"ORNL",74.8372724113968,2019-10-01
"316",2019,10,"OSBS",79.2561147989067,2019-10-01
"317",2019,10,"SERC",75.3050243393602,2019-10-01
"318",2019,10,"TALL",77.587706582633,2019-10-01
"319",2019,10,"UKFS",71.0821522398114,2019-10-01
"320",2019,11,"BLAN",67.402434691745,2019-11-01
"321",2019,11,"KONZ",61.6322688451541,2019-11-01
"322",2019,11,"ORNL",69.3952794376098,2019-11-01
"323",2019,11,"OSBS",78.5293401413983,2019-11-01
"324",2019,11,"SERC",66.9928860230045,2019-11-01
"325",2019,11,"TALL",69.6743105849582,2019-11-01
"326",2019,11,"UKFS",61.4016546242775,2019-11-01
"327",2019,12,"BLAN",76.7858468176915,2019-12-01
"328",2019,12,"KONZ",67.2400714771954,2019-12-01
"329",2019,12,"ORNL",72.5386165465156,2019-12-01
"330",2019,12,"OSBS",79.9735092624956,2019-12-01
"331",2019,12,"SERC",75.6957389428263,2019-12-01
"332",2019,12,"TALL",79.0723742309084,2019-12-01
"333",2019,12,"UKFS",69.0606866197183,2019-12-01
"334",2020,1,"BLAN",71.0662159365298,2020-01-01
"335",2020,1,"KONZ",75.5606868898187,2020-01-01
"336",2020,1,"ORNL",70.7481478873239,2020-01-01
"337",2020,1,"OSBS",73.5820257889379,2020-01-01
"338",2020,1,"SERC",69.5109116117851,2020-01-01
"339",2020,1,"TALL",71.7550828339796,2020-01-01
"340",2020,1,"UKFS",78.3124295774648,2020-01-01
"341",2020,2,"BLAN",65.3096450786681,2020-02-01
"342",2020,2,"KONZ",64.660378924576,2020-02-01
"343",2020,2,"ORNL",75.8447305157038,2020-02-01
"344",2020,2,"OSBS",76.3717516629712,2020-02-01
"345",2020,2,"SERC",66.4606369183829,2020-02-01
"346",2020,2,"TALL",77.5004903078677,2020-02-01
"347",2020,2,"UKFS",63.6365294330083,2020-02-01
"348",2020,3,"BLAN",65.5506966520122,2020-03-01
"349",2020,3,"KONZ",66.0127376080036,2020-03-01
"350",2020,3,"ORNL",73.6560848056537,2020-03-01
"351",2020,3,"OSBS",68.8848913781399,2020-03-01
"352",2020,3,"SERC",67.9381376215408,2020-03-01
"353",2020,3,"TALL",77.9474482524601,2020-03-01
"354",2020,3,"UKFS",67.3059505571031,2020-03-01
"355",2020,4,"BLAN",67.7021413575927,2020-04-01
"356",2020,4,"KONZ",59.0268767908309,2020-04-01
"357",2020,4,"ORNL",63.1967710929156,2020-04-01
"358",2020,4,"OSBS",72.5164516129032,2020-04-01
"359",2020,4,"SERC",64.615265976437,2020-04-01
"360",2020,4,"TALL",65.1046635813457,2020-04-01
"361",2020,4,"UKFS",62.1702799160252,2020-04-01
"362",2020,5,"BLAN",66.7728034796362,2020-05-01
"363",2020,5,"KONZ",69.5026464646465,2020-05-01
"364",2020,5,"ORNL",77.4081,2020-05-01
"365",2020,5,"OSBS",71.6025740868367,2020-05-01
"366",2020,5,"SERC",70.6571408598392,2020-05-01
"367",2020,5,"TALL",70.2297823129252,2020-05-01
"368",2020,5,"UKFS",73.6479945054945,2020-05-01
"369",2020,6,"BLAN",66.5432209106239,2020-06-01
"370",2020,6,"KONZ",67.7609033457249,2020-06-01
"371",2020,6,"ORNL",79.3182149639195,2020-06-01
"372",2020,6,"OSBS",81.3579105545617,2020-06-01
"373",2020,6,"SERC",73.3953977479114,2020-06-01
"374",2020,6,"TALL",81.2124231464738,2020-06-01
"375",2020,6,"UKFS",69.3027266338721,2020-06-01
"376",2020,7,"BLAN",71.1610615280595,2020-07-01
"377",2020,7,"KONZ",77.5567019027484,2020-07-01
"378",2020,7,"ORNL",76.1273200992556,2020-07-01
"379",2020,7,"OSBS",82.2795,2020-07-01
"380",2020,7,"SERC",80.1941910192445,2020-07-01
"381",2020,7,"TALL",83.847015195369,2020-07-01
"382",2020,7,"UKFS",79.4449220103986,2020-07-01
"383",2020,8,"BLAN",82.3354486486487,2020-08-01
"384",2020,8,"KONZ",70.0282069430401,2020-08-01
"385",2020,8,"ORNL",82.8771699489424,2020-08-01
"386",2020,8,"OSBS",85.3100950369588,2020-08-01
"387",2020,8,"SERC",86.4711007911937,2020-08-01
"388",2020,8,"TALL",82.458282937365,2020-08-01
"389",2020,8,"UKFS",74.2273621914102,2020-08-01
"390",2020,9,"BLAN",82.6797801801802,2020-09-01
"391",2020,9,"KONZ",71.0254621848739,2020-09-01
"392",2020,9,"ORNL",80.1209560723514,2020-09-01
"393",2020,9,"OSBS",88.0226931254429,2020-09-01
"394",2020,9,"SERC",83.6402581888247,2020-09-01
"395",2020,9,"TALL",81.3301779359431,2020-09-01
"396",2020,9,"UKFS",75.1889453125,2020-09-01
"397",2020,10,"BLAN",80.4650483425414,2020-10-01
"398",2020,10,"KONZ",59.094730964467,2020-10-01
"399",2020,10,"ORNL",76.959746835443,2020-10-01
"400",2020,10,"OSBS",86.691554770318,2020-10-01
"401",2020,10,"SERC",84.2412469607503,2020-10-01
"402",2020,10,"TALL",78.2803421516755,2020-10-01
"403",2020,10,"UKFS",64.0125773546413,2020-10-01
"404",2020,11,"BLAN",67.0053974724827,2020-11-01
"405",2020,11,"KONZ",59.7942553191489,2020-11-01
"406",2020,11,"ORNL",62.4708654198753,2020-11-01
"407",2020,11,"OSBS",85.5044202640029,2020-11-01
"408",2020,11,"SERC",70.3886246922265,2020-11-01
"409",2020,11,"TALL",73.3248475062792,2020-11-01
"410",2020,11,"UKFS",62.8129333798396,2020-11-01
"411",2020,12,"BLAN",66.7955139550715,2020-12-01
"412",2020,12,"KONZ",64.837901907357,2020-12-01
"413",2020,12,"ORNL",72.1601841118309,2020-12-01
"414",2020,12,"OSBS",75.4702124645892,2020-12-01
"415",2020,12,"SERC",67.93464,2020-12-01
"416",2020,12,"TALL",72.93139666919,2020-12-01
"417",2020,12,"UKFS",64.5791109602986,2020-12-01
"418",2021,1,"BLAN",66.4850043821209,2021-01-01
"419",2021,1,"KONZ",69.5693760831889,2021-01-01
"420",2021,1,"ORNL",72.2443268892794,2021-01-01
"421",2021,1,"OSBS",75.8815065202471,2021-01-01
"422",2021,1,"SERC",62.6765679012346,2021-01-01
"423",2021,1,"TALL",73.4008011049724,2021-01-01
"424",2021,1,"UKFS",74.6498150051387,2021-01-01
"425",2021,2,"BLAN",70.0438939051919,2021-02-01
"426",2021,2,"KONZ",68.1703387937453,2021-02-01
"427",2021,2,"ORNL",70.8703765182186,2021-02-01
"428",2021,2,"OSBS",76.1942330796956,2021-02-01
"429",2021,2,"SERC",72.6560069848661,2021-02-01
"430",2021,2,"TALL",71.370109460516,2021-02-01
"431",2021,2,"UKFS",69.6162546957175,2021-02-01
"432",2021,3,"BLAN",57.7406183805945,2021-03-01
"433",2021,3,"KONZ",61.5700034782609,2021-03-01
"434",2021,3,"ORNL",54.58000691085,2021-03-01
"435",2021,3,"OSBS",73.8520307584761,2021-03-01
"436",2021,3,"SERC",57.1717951463241,2021-03-01
"437",2021,3,"TALL",68.6774656327106,2021-03-01
"438",2021,3,"UKFS",62.6322731906218,2021-03-01
"439",2021,4,"BLAN",64.1226159844055,2021-04-01
"440",2021,4,"KONZ",59.9864494058336,2021-04-01
"441",2021,4,"ORNL",54.8507716480447,2021-04-01
"442",2021,4,"OSBS",69.760561838745,2021-04-01
"443",2021,4,"SERC",62.2029961362838,2021-04-01
"444",2021,4,"TALL",60.2856447417317,2021-04-01
"445",2021,4,"UKFS",61.4657644991213,2021-04-01
